CustomerID,gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,InternetService,Contract,MonthlyCharges,Churn,Churn_Binary,Cluster
5501,Male,0,Yes,31,Yes,No,DSL,Two year,79,Yes,1,0
5502,Female,0,Yes,14,Yes,No,DSL,Month-to-month,59,No,0,0
5503,Female,1,No,72,Yes,No,Fiber optic,Month-to-month,110,No,0,3
5504,Female,0,Yes,53,Yes,No,DSL,One year,21,No,0,1
5505,Male,0,No,68,No,Yes,Fiber optic,One year,40,No,0,1
5506,Female,0,No,50,Yes,No,DSL,One year,90,No,0,2
5507,Female,1,No,70,Yes,No,DSL,Month-to-month,106,No,0,3
5508,Female,0,No,65,Yes,No,DSL,One year,60,No,0,2
5509,Female,0,No,1,Yes,Yes,DSL,Two year,70,Yes,1,0
5510,Female,0,No,36,Yes,No,DSL,Month-to-month,95,No,0,2
5511,Female,0,No,57,No,No,Fiber optic,Month-to-month,59,No,0,2
5512,Female,0,No,9,Yes,Yes,DSL,Two year,88,No,0,0
5513,Male,0,Yes,3,Yes,Yes,DSL,Month-to-month,55,Yes,1,0
5514,Female,0,Yes,19,Yes,No,Fiber optic,Two year,25,No,0,1
5515,Female,0,No,68,Yes,No,DSL,Month-to-month,119,No,0,2
5516,Male,1,No,29,Yes,No,DSL,Two year,96,Yes,1,3
5517,Female,1,No,17,Yes,Yes,DSL,Month-to-month,83,No,0,3
5518,Male,1,No,71,Yes,No,Fiber optic,One year,115,No,0,3
5519,Male,0,Yes,1,Yes,Yes,Fiber optic,Month-to-month,89,Yes,1,0
5520,Female,0,Yes,49,Yes,No,DSL,Month-to-month,79,No,0,2
5521,Female,0,No,13,Yes,Yes,Fiber optic,One year,84,Yes,1,0
5522,Male,0,No,39,Yes,No,DSL,Month-to-month,100,No,0,2
5523,Female,0,Yes,49,Yes,No,Fiber optic,Month-to-month,20,No,0,1
5524,Female,0,Yes,22,Yes,No,Fiber optic,Month-to-month,85,No,0,0
5525,Male,0,Yes,61,Yes,No,DSL,Two year,68,No,0,2
5526,Male,0,No,1,Yes,Yes,DSL,One year,21,Yes,1,1
5527,Female,0,No,2,Yes,Yes,DSL,One year,104,Yes,1,0
5528,Female,0,Yes,7,Yes,Yes,Fiber optic,One year,20,No,0,1
5529,Male,1,No,71,Yes,No,DSL,One year,25,No,0,3
5530,Male,0,No,17,Yes,No,DSL,Month-to-month,20,No,0,1
5531,Female,0,No,3,Yes,Yes,Fiber optic,One year,76,Yes,1,0
5532,Male,0,No,72,Yes,No,DSL,One year,25,No,0,1
5533,Male,1,No,40,Yes,No,DSL,Two year,56,No,0,3
5534,Male,0,No,14,Yes,Yes,Fiber optic,Month-to-month,20,No,0,1
5535,Female,0,No,65,Yes,Yes,Fiber optic,Month-to-month,108,No,0,2
5536,Female,0,No,47,Yes,Yes,DSL,Two year,100,No,0,2
5537,Male,0,No,25,Yes,No,DSL,Month-to-month,20,No,0,1
5538,Male,1,No,2,Yes,Yes,Fiber optic,Two year,73,No,0,3
5539,Male,1,No,46,No,No,Fiber optic,Month-to-month,60,Yes,1,3
5540,Female,0,Yes,55,Yes,No,DSL,One year,21,No,0,1
5541,Female,0,No,63,Yes,No,DSL,Month-to-month,110,No,0,2
5542,Male,0,Yes,62,Yes,Yes,Fiber optic,Two year,86,No,0,2
5543,Female,0,No,48,No,Yes,DSL,Two year,45,Yes,1,1
5544,Male,0,No,18,Yes,No,Fiber optic,Month-to-month,78,No,0,0
5545,Male,0,No,71,Yes,Yes,Fiber optic,Month-to-month,86,No,0,2
5546,Male,0,Yes,35,Yes,No,Fiber optic,Month-to-month,90,No,0,2
5547,Female,0,No,27,Yes,No,DSL,Month-to-month,57,No,0,0
5548,Male,0,Yes,68,Yes,No,Fiber optic,Month-to-month,92,No,0,2
5549,Female,0,No,3,Yes,Yes,DSL,Two year,20,No,0,1
5550,Female,0,No,39,Yes,No,Fiber optic,Month-to-month,21,No,0,1
5551,Female,0,No,53,Yes,No,DSL,One year,94,No,0,2
5552,Female,0,Yes,28,Yes,No,DSL,Month-to-month,90,Yes,1,0
5553,Male,0,No,5,Yes,No,DSL,One year,75,No,0,0
5554,Male,0,No,10,Yes,No,DSL,Month-to-month,20,No,0,1
5555,Male,0,No,50,No,No,DSL,Two year,35,No,0,1
5556,Male,0,No,19,Yes,No,DSL,Two year,79,No,0,0
5557,Male,0,Yes,17,Yes,No,Fiber optic,Month-to-month,70,No,0,0
5558,Male,0,No,20,Yes,No,Fiber optic,Month-to-month,52,No,0,0
5559,Female,0,Yes,63,Yes,Yes,Fiber optic,Two year,20,No,0,1
5560,Male,0,No,72,Yes,No,DSL,Month-to-month,87,No,0,2
5561,Male,0,No,52,Yes,No,Fiber optic,Month-to-month,92,No,0,2
5562,Female,0,Yes,59,Yes,No,DSL,Month-to-month,20,No,0,1
5563,Male,0,Yes,30,Yes,Yes,Fiber optic,Month-to-month,64,No,0,0
5564,Female,1,No,19,Yes,No,DSL,Month-to-month,95,No,0,3
5565,Male,0,Yes,47,Yes,Yes,DSL,Two year,113,No,0,2
5566,Male,0,No,43,No,No,DSL,Month-to-month,44,No,0,1
5567,Male,0,No,57,No,Yes,DSL,Two year,58,No,0,2
5568,Male,0,No,59,Yes,Yes,Fiber optic,One year,54,No,0,2
5569,Female,0,No,12,Yes,Yes,Fiber optic,Month-to-month,85,No,0,0
5570,Male,0,No,43,Yes,No,Fiber optic,Month-to-month,56,No,0,1
5571,Male,0,No,64,Yes,Yes,Fiber optic,Month-to-month,87,No,0,2
5572,Male,0,Yes,6,Yes,Yes,DSL,One year,20,No,0,1
5573,Male,1,No,1,Yes,Yes,DSL,Two year,70,Yes,1,3
5574,Male,0,Yes,17,Yes,No,Fiber optic,Month-to-month,25,No,0,1
5575,Female,1,No,60,Yes,No,DSL,Month-to-month,106,Yes,1,3
5576,Male,0,Yes,72,Yes,Yes,DSL,One year,114,No,0,2
5577,Male,0,No,5,No,No,DSL,Month-to-month,43,Yes,1,1
5578,Female,0,Yes,65,Yes,No,DSL,One year,109,No,0,2
5579,Male,0,No,6,Yes,No,DSL,Two year,59,No,0,0
5580,Male,0,No,4,Yes,Yes,Fiber optic,Two year,74,Yes,1,0
5581,Female,0,Yes,20,Yes,No,DSL,One year,106,Yes,1,0
5582,Female,0,No,61,Yes,Yes,Fiber optic,Two year,24,No,0,1
5583,Female,1,No,65,Yes,Yes,DSL,Two year,105,Yes,1,3
5584,Female,0,No,72,Yes,No,Fiber optic,Month-to-month,116,No,0,2
5585,Female,1,No,8,Yes,Yes,Fiber optic,Month-to-month,106,Yes,1,3
5586,Female,0,No,12,Yes,No,DSL,Month-to-month,74,Yes,1,0
5587,Female,1,No,43,Yes,No,DSL,One year,108,Yes,1,3
5588,Female,1,No,30,No,No,Fiber optic,One year,40,Yes,1,3
5589,Male,0,No,58,Yes,No,DSL,Month-to-month,81,No,0,2
5590,Female,0,No,46,Yes,No,DSL,Two year,71,No,0,2
5591,Male,0,No,24,Yes,No,DSL,Month-to-month,94,No,0,0
5592,Male,0,Yes,49,No,No,Fiber optic,Month-to-month,52,Yes,1,1
5593,Male,1,No,4,Yes,No,DSL,Two year,71,No,0,3
5594,Male,0,Yes,10,Yes,No,DSL,One year,50,No,0,1
5595,Male,0,Yes,54,Yes,Yes,Fiber optic,Month-to-month,55,Yes,1,2
5596,Female,0,No,50,No,No,DSL,Month-to-month,40,No,0,1
5597,Female,0,Yes,48,Yes,Yes,DSL,Two year,82,Yes,1,2
5598,Female,0,No,30,Yes,Yes,Fiber optic,Month-to-month,85,Yes,1,0
5599,Female,0,Yes,3,Yes,No,DSL,One year,64,No,0,0
5600,Female,0,Yes,1,Yes,No,Fiber optic,Month-to-month,20,Yes,1,1
5601,Female,0,Yes,48,No,No,Fiber optic,Month-to-month,46,No,0,1
5602,Female,0,No,29,Yes,No,DSL,One year,66,No,0,0
5603,Female,0,No,3,Yes,No,DSL,Two year,20,No,0,1
5604,Female,0,No,14,Yes,No,DSL,Month-to-month,59,No,0,0
5605,Female,1,No,49,Yes,No,Fiber optic,Month-to-month,102,No,0,3
5606,Female,0,Yes,69,Yes,No,DSL,Month-to-month,19,No,0,1
5607,Female,0,Yes,72,No,No,DSL,One year,54,No,0,2
5608,Female,0,Yes,66,Yes,No,DSL,Month-to-month,58,No,0,2
5609,Male,0,Yes,53,Yes,No,DSL,One year,96,No,0,2
5610,Male,1,No,15,Yes,Yes,Fiber optic,Month-to-month,86,Yes,1,3
5611,Female,0,No,10,No,Yes,Fiber optic,Month-to-month,30,No,0,1
5612,Male,0,No,27,Yes,Yes,Fiber optic,Month-to-month,50,No,0,0
5613,Female,0,No,72,Yes,No,DSL,One year,73,No,0,2
5614,Male,0,No,21,Yes,Yes,DSL,Two year,55,No,0,0
5615,Female,0,No,1,Yes,Yes,Fiber optic,One year,55,Yes,1,0
5616,Male,0,No,55,Yes,No,DSL,Month-to-month,59,No,0,2
5617,Female,0,Yes,58,Yes,No,DSL,Month-to-month,20,No,0,1
5618,Female,1,No,6,Yes,No,DSL,Month-to-month,74,Yes,1,3
5619,Female,0,No,12,Yes,No,DSL,Month-to-month,20,No,0,1
5620,Female,0,No,18,No,No,Fiber optic,One year,40,No,0,1
5621,Male,0,No,3,Yes,Yes,Fiber optic,Two year,70,No,0,0
5622,Male,0,Yes,55,Yes,Yes,Fiber optic,Month-to-month,59,No,0,2
5623,Male,0,No,4,Yes,Yes,Fiber optic,Month-to-month,75,Yes,1,0
5624,Female,1,No,10,No,No,DSL,Month-to-month,35,Yes,1,3
5625,Female,1,No,70,Yes,Yes,Fiber optic,Month-to-month,91,No,0,3
5626,Female,0,No,50,Yes,No,DSL,Month-to-month,20,No,0,1
5627,Male,0,Yes,72,Yes,No,DSL,Month-to-month,24,No,0,1
5628,Male,1,No,66,Yes,Yes,Fiber optic,Month-to-month,111,Yes,1,3
5629,Male,1,No,2,Yes,Yes,Fiber optic,Month-to-month,94,Yes,1,3
5630,Female,0,Yes,44,Yes,No,DSL,Month-to-month,78,No,0,2
5631,Male,0,No,56,Yes,Yes,Fiber optic,Month-to-month,25,Yes,1,1
5632,Male,0,No,6,Yes,No,DSL,Month-to-month,50,No,0,0
5633,Male,0,No,25,Yes,No,DSL,Two year,21,No,0,1
5634,Male,0,No,6,Yes,Yes,DSL,Month-to-month,21,No,0,1
5635,Male,0,No,1,Yes,No,DSL,Month-to-month,45,Yes,1,0
5636,Female,0,No,53,Yes,No,DSL,Month-to-month,106,Yes,1,2
5637,Female,0,No,14,Yes,No,DSL,Month-to-month,106,Yes,1,0
5638,Male,0,Yes,66,No,Yes,Fiber optic,One year,55,No,0,2
5639,Male,0,No,68,Yes,No,DSL,Month-to-month,100,No,0,2
5640,Female,0,No,28,Yes,No,DSL,Month-to-month,55,No,0,0
5641,Female,0,Yes,3,No,No,Fiber optic,Month-to-month,30,Yes,1,1
5642,Female,0,No,24,Yes,Yes,DSL,One year,95,No,0,0
5643,Female,0,No,9,No,No,DSL,One year,41,No,0,1
5644,Male,0,No,22,Yes,No,Fiber optic,Month-to-month,20,No,0,1
5645,Female,0,No,56,Yes,No,Fiber optic,Month-to-month,105,No,0,2
5646,Male,0,Yes,21,Yes,Yes,DSL,One year,46,No,0,1
5647,Male,1,No,16,Yes,No,DSL,Month-to-month,87,Yes,1,3
5648,Male,0,Yes,72,Yes,No,DSL,Month-to-month,25,No,0,1
5649,Male,0,No,1,Yes,No,DSL,One year,45,No,0,0
5650,Female,0,Yes,32,Yes,No,DSL,Month-to-month,99,No,0,2
5651,Female,0,No,1,Yes,No,DSL,One year,20,No,0,1
5652,Female,0,No,25,Yes,Yes,Fiber optic,Month-to-month,19,No,0,1
5653,Female,0,Yes,17,Yes,No,DSL,Month-to-month,62,No,0,0
5654,Male,0,No,33,Yes,No,Fiber optic,Month-to-month,96,Yes,1,0
5655,Male,0,Yes,14,Yes,No,Fiber optic,Two year,69,No,0,0
5656,Female,0,No,72,No,Yes,DSL,Two year,66,No,0,2
5657,Male,0,No,47,Yes,No,DSL,Month-to-month,103,No,0,2
5658,Female,0,No,39,Yes,Yes,Fiber optic,Month-to-month,105,Yes,1,2
5659,Female,0,No,6,Yes,Yes,Fiber optic,Month-to-month,21,No,0,1
5660,Female,0,Yes,11,Yes,Yes,DSL,Two year,21,No,0,1
5661,Female,1,No,20,Yes,Yes,DSL,One year,91,No,0,3
5662,Male,0,Yes,62,Yes,No,DSL,Month-to-month,106,No,0,2
5663,Male,0,No,1,No,No,Fiber optic,Month-to-month,24,Yes,1,1
5664,Male,0,Yes,34,No,Yes,Fiber optic,Month-to-month,41,No,0,1
5665,Male,0,Yes,28,Yes,No,Fiber optic,Month-to-month,85,No,0,0
5666,Male,0,Yes,42,No,No,DSL,Month-to-month,45,No,0,1
5667,Female,1,No,24,No,No,DSL,One year,41,Yes,1,3
5668,Female,0,No,55,Yes,No,DSL,Month-to-month,73,No,0,2
5669,Male,0,No,36,Yes,Yes,Fiber optic,Month-to-month,85,Yes,1,2
5670,Male,0,No,24,Yes,No,Fiber optic,One year,56,Yes,1,0
5671,Female,0,No,25,Yes,Yes,DSL,Month-to-month,66,No,0,0
5672,Female,0,Yes,33,Yes,Yes,DSL,Two year,20,No,0,1
5673,Female,1,No,1,Yes,Yes,DSL,One year,78,Yes,1,3
5674,Female,1,No,2,Yes,No,DSL,One year,70,Yes,1,3
5675,Male,0,Yes,39,Yes,No,DSL,Two year,101,No,0,2
5676,Male,0,No,55,No,No,Fiber optic,Month-to-month,55,Yes,1,2
5677,Female,0,Yes,72,Yes,No,DSL,Month-to-month,71,No,0,2
5678,Female,0,Yes,70,Yes,No,Fiber optic,One year,74,No,0,2
5679,Female,0,No,4,Yes,No,DSL,Month-to-month,69,Yes,1,0
5680,Male,0,No,7,Yes,Yes,Fiber optic,Month-to-month,85,Yes,1,0
5681,Female,0,Yes,54,Yes,No,DSL,Month-to-month,20,No,0,1
5682,Female,0,Yes,31,Yes,No,DSL,One year,104,Yes,1,2
5683,Female,1,Yes,60,Yes,No,DSL,Month-to-month,75,No,0,3
5684,Female,0,No,1,Yes,No,DSL,Month-to-month,50,No,0,0
5685,Male,1,No,65,Yes,No,Fiber optic,One year,71,No,0,3
5686,Female,0,No,12,Yes,No,DSL,Two year,20,No,0,1
5687,Male,0,Yes,72,No,No,Fiber optic,Month-to-month,65,No,0,2
5688,Female,0,No,7,Yes,No,Fiber optic,One year,19,No,0,1
5689,Female,1,No,44,Yes,No,DSL,Two year,85,No,0,3
5690,Male,1,No,7,Yes,No,Fiber optic,Month-to-month,89,No,0,3
5691,Male,0,No,12,Yes,No,DSL,Two year,25,No,0,1
5692,Male,0,No,62,Yes,No,DSL,One year,60,No,0,2
5693,Male,0,Yes,4,Yes,No,DSL,Month-to-month,20,No,0,1
5694,Female,0,No,5,Yes,Yes,DSL,Two year,64,No,0,0
5695,Female,0,No,2,Yes,No,DSL,One year,76,Yes,1,0
5696,Male,0,No,1,Yes,Yes,Fiber optic,Two year,70,Yes,1,0
5697,Female,0,Yes,40,Yes,No,DSL,Month-to-month,71,No,0,2
5698,Female,0,No,1,No,Yes,Fiber optic,One year,36,No,0,1
5699,Male,0,Yes,25,Yes,Yes,Fiber optic,Month-to-month,20,No,0,1
5700,Male,0,No,6,Yes,No,Fiber optic,Month-to-month,56,No,0,0
5701,Male,0,No,41,Yes,Yes,Fiber optic,Month-to-month,74,No,0,2
5702,Male,0,Yes,9,Yes,No,DSL,Month-to-month,50,No,0,0
5703,Male,1,No,1,Yes,Yes,Fiber optic,Month-to-month,75,Yes,1,3
5704,Female,0,No,22,Yes,Yes,DSL,Two year,76,No,0,0
5705,Female,0,No,38,Yes,Yes,Fiber optic,Month-to-month,89,No,0,2
5706,Male,0,No,23,Yes,No,DSL,Month-to-month,99,Yes,1,0
5707,Male,0,Yes,60,Yes,No,Fiber optic,Month-to-month,77,No,0,2
5708,Female,0,No,47,Yes,No,DSL,Month-to-month,66,No,0,2
5709,Female,0,Yes,72,Yes,Yes,Fiber optic,Month-to-month,93,No,0,2
5710,Male,0,Yes,70,Yes,No,DSL,One year,106,No,0,2
5711,Male,0,No,1,Yes,Yes,Fiber optic,Two year,71,No,0,0
5712,Female,0,Yes,4,Yes,Yes,Fiber optic,Month-to-month,86,Yes,1,0
5713,Female,0,No,8,Yes,No,DSL,Month-to-month,76,No,0,0
5714,Male,0,Yes,71,Yes,Yes,DSL,Two year,114,No,0,2
5715,Female,0,No,2,Yes,Yes,Fiber optic,Month-to-month,80,Yes,1,0
5716,Male,0,Yes,34,Yes,Yes,Fiber optic,Month-to-month,20,No,0,1
5717,Male,0,No,40,Yes,No,DSL,Month-to-month,80,No,0,2
5718,Male,0,No,20,Yes,No,DSL,Two year,19,No,0,1
5719,Female,0,No,27,Yes,No,Fiber optic,Month-to-month,89,No,0,0
5720,Male,0,No,30,Yes,No,DSL,Two year,97,No,0,0
5721,Female,0,No,9,Yes,Yes,Fiber optic,One year,69,No,0,0
5722,Female,0,No,3,Yes,No,DSL,Two year,95,No,0,0
5723,Male,0,No,12,Yes,Yes,Fiber optic,Month-to-month,25,No,0,1
5724,Female,0,No,71,Yes,Yes,Fiber optic,Month-to-month,86,No,0,2
5725,Female,0,Yes,27,Yes,No,Fiber optic,Month-to-month,24,No,0,1
5726,Female,0,Yes,40,Yes,Yes,DSL,Two year,64,No,0,2
5727,Male,0,No,52,No,No,DSL,Two year,30,No,0,1
5728,Female,0,No,70,Yes,Yes,Fiber optic,Two year,95,No,0,2
5729,Male,0,Yes,3,Yes,Yes,Fiber optic,Month-to-month,71,No,0,0
5730,Male,0,Yes,10,Yes,No,DSL,Month-to-month,24,No,0,1
5731,Male,0,No,7,Yes,No,DSL,Two year,19,Yes,1,1
5732,Male,0,No,61,Yes,No,DSL,Month-to-month,96,No,0,2
5733,Female,0,No,7,Yes,No,Fiber optic,Month-to-month,63,No,0,0
5734,Male,0,Yes,72,Yes,No,DSL,Two year,105,No,0,2
5735,Male,0,No,1,Yes,Yes,DSL,Two year,20,No,0,1
5736,Male,0,No,1,Yes,No,DSL,Two year,60,Yes,1,0
5737,Male,1,No,3,Yes,No,DSL,Month-to-month,77,Yes,1,3
5738,Male,0,Yes,25,Yes,No,DSL,Month-to-month,26,No,0,1
5739,Female,0,Yes,1,No,No,DSL,Month-to-month,30,Yes,1,1
5740,Female,0,Yes,33,Yes,Yes,Fiber optic,Two year,79,No,0,2
5741,Female,1,No,32,Yes,No,DSL,Two year,80,No,0,3
5742,Male,0,Yes,52,Yes,Yes,Fiber optic,Month-to-month,25,No,0,1
5743,Female,1,No,28,Yes,Yes,Fiber optic,Two year,101,Yes,1,3
5744,Female,1,No,16,Yes,No,DSL,Two year,85,Yes,1,3
5745,Male,0,Yes,26,Yes,No,DSL,One year,79,No,0,0
5746,Male,0,No,1,Yes,Yes,DSL,Two year,79,Yes,1,0
5747,Male,0,Yes,58,Yes,Yes,Fiber optic,Month-to-month,82,No,0,2
5748,Female,1,No,60,Yes,Yes,DSL,One year,106,No,0,3
5749,Male,0,No,32,Yes,Yes,Fiber optic,Month-to-month,91,No,0,0
5750,Female,0,No,18,Yes,Yes,Fiber optic,One year,20,No,0,1
5751,Male,0,No,1,Yes,No,Fiber optic,Month-to-month,95,Yes,1,0
5752,Female,1,Yes,48,No,No,DSL,Two year,30,No,0,3
5753,Male,1,Yes,51,Yes,Yes,DSL,Two year,84,Yes,1,3
5754,Female,0,No,72,No,No,DSL,Month-to-month,54,Yes,1,2
5755,Male,0,No,23,Yes,No,DSL,Month-to-month,81,Yes,1,0
5756,Male,0,No,5,Yes,Yes,Fiber optic,Month-to-month,81,Yes,1,0
5757,Male,1,No,11,Yes,No,DSL,Two year,20,Yes,1,3
5758,Male,1,No,52,Yes,Yes,DSL,Month-to-month,104,Yes,1,3
5759,Female,0,No,41,Yes,No,DSL,One year,50,No,0,1
5760,Female,0,No,63,Yes,No,Fiber optic,Month-to-month,82,No,0,2
5761,Male,0,No,61,Yes,No,Fiber optic,Month-to-month,106,No,0,2
5762,Female,0,No,12,Yes,No,DSL,Two year,89,No,0,0
5763,Female,0,No,1,Yes,Yes,Fiber optic,Month-to-month,91,Yes,1,0
5764,Male,0,No,4,Yes,No,Fiber optic,Month-to-month,20,No,0,1
5765,Female,0,No,14,Yes,Yes,Fiber optic,Two year,80,No,0,0
5766,Male,0,No,69,Yes,Yes,Fiber optic,One year,24,No,0,1
5767,Male,0,No,44,No,No,DSL,One year,54,No,0,1
5768,Female,1,No,13,Yes,No,DSL,Two year,101,Yes,1,3
5769,Male,0,Yes,9,Yes,No,Fiber optic,One year,102,No,0,0
5770,Male,0,Yes,22,Yes,Yes,Fiber optic,Two year,20,No,0,1
5771,Female,0,Yes,1,Yes,Yes,DSL,One year,20,Yes,1,1
5772,Male,1,No,1,No,No,DSL,Month-to-month,43,Yes,1,3
5773,Female,0,No,71,Yes,Yes,DSL,Two year,94,Yes,1,2
5774,Female,0,Yes,42,Yes,No,DSL,Month-to-month,23,No,0,1
5775,Male,0,No,1,Yes,No,DSL,Month-to-month,80,Yes,1,0
5776,Male,0,No,1,Yes,Yes,Fiber optic,Two year,75,Yes,1,0
5777,Female,1,No,42,Yes,Yes,DSL,Two year,85,Yes,1,3
5778,Female,0,Yes,8,Yes,Yes,DSL,Two year,56,No,0,0
5779,Male,1,No,65,Yes,No,DSL,Month-to-month,101,No,0,3
5780,Male,0,No,20,Yes,No,Fiber optic,One year,69,No,0,0
5781,Female,0,No,1,Yes,No,DSL,One year,82,Yes,1,0
5782,Male,0,Yes,42,Yes,No,Fiber optic,Month-to-month,69,No,0,2
5783,Male,0,Yes,51,Yes,No,Fiber optic,Month-to-month,24,No,0,1
5784,Male,0,No,43,Yes,No,Fiber optic,Month-to-month,80,No,0,2
5785,Female,0,No,46,Yes,No,Fiber optic,Month-to-month,94,No,0,2
5786,Male,0,No,52,Yes,No,DSL,Two year,89,No,0,2
5787,Female,0,No,10,Yes,Yes,DSL,Two year,20,No,0,1
5788,Male,1,No,35,Yes,No,Fiber optic,Month-to-month,91,No,0,3
5789,Male,0,Yes,66,Yes,No,DSL,Month-to-month,66,No,0,2
5790,Female,0,Yes,52,Yes,No,DSL,Two year,96,No,0,2
5791,Male,0,No,46,Yes,No,DSL,Month-to-month,109,No,0,2
5792,Male,0,Yes,50,Yes,Yes,Fiber optic,Month-to-month,70,No,0,2
5793,Male,0,No,13,Yes,No,Fiber optic,Month-to-month,102,Yes,1,0
5794,Female,1,No,27,Yes,Yes,DSL,Month-to-month,78,Yes,1,3
5795,Male,0,No,22,Yes,Yes,Fiber optic,Two year,101,No,0,0
5796,Male,0,No,71,Yes,Yes,Fiber optic,Month-to-month,86,No,0,2
5797,Male,0,No,26,Yes,No,DSL,Two year,45,No,0,1
5798,Male,1,No,45,Yes,Yes,Fiber optic,Month-to-month,94,No,0,3
5799,Female,0,No,16,Yes,Yes,Fiber optic,Month-to-month,19,No,0,1
5800,Male,0,No,49,Yes,No,DSL,Month-to-month,107,No,0,2
5801,Female,0,Yes,14,Yes,Yes,Fiber optic,Month-to-month,26,No,0,1
5802,Male,1,No,17,Yes,Yes,Fiber optic,Month-to-month,45,Yes,1,3
5803,Female,0,Yes,72,Yes,No,DSL,Month-to-month,24,No,0,1
5804,Male,0,No,49,Yes,Yes,Fiber optic,Month-to-month,95,No,0,2
5805,Female,0,No,67,Yes,Yes,DSL,Two year,21,No,0,1
5806,Female,0,No,29,No,No,DSL,Month-to-month,31,No,0,1
5807,Male,0,Yes,13,Yes,No,DSL,Month-to-month,97,No,0,0
5808,Female,0,Yes,72,Yes,No,DSL,Two year,110,No,0,2
5809,Male,0,No,58,Yes,Yes,Fiber optic,Two year,50,No,0,2
5810,Male,0,Yes,72,Yes,No,Fiber optic,Month-to-month,90,No,0,2
5811,Female,1,No,1,Yes,Yes,Fiber optic,Month-to-month,72,No,0,3
5812,Male,1,No,5,Yes,Yes,DSL,Two year,20,No,0,3
5813,Female,0,Yes,34,Yes,No,Fiber optic,Month-to-month,116,No,0,2
5814,Female,0,Yes,72,Yes,Yes,Fiber optic,Two year,118,No,0,2
5815,Male,1,No,51,Yes,No,DSL,Month-to-month,94,No,0,3
5816,Female,0,Yes,4,Yes,Yes,Fiber optic,Month-to-month,56,Yes,1,0
5817,Male,0,No,4,Yes,No,DSL,Month-to-month,86,Yes,1,0
5818,Female,1,No,24,Yes,No,DSL,Month-to-month,94,Yes,1,3
5819,Female,1,No,31,No,Yes,Fiber optic,Two year,50,No,0,3
5820,Male,0,No,1,Yes,Yes,Fiber optic,Two year,54,Yes,1,0
5821,Male,1,No,1,Yes,No,DSL,One year,45,Yes,1,3
5822,Female,0,Yes,34,Yes,Yes,DSL,One year,68,No,0,0
5823,Female,1,No,22,Yes,No,Fiber optic,Month-to-month,74,Yes,1,3
5824,Female,1,No,4,Yes,No,DSL,Month-to-month,20,No,0,3
5825,Male,0,No,72,Yes,Yes,DSL,Two year,101,No,0,2
5826,Male,0,No,8,Yes,No,Fiber optic,Month-to-month,20,No,0,1
5827,Male,0,No,1,No,No,Fiber optic,Month-to-month,24,Yes,1,1
5828,Female,0,No,1,Yes,Yes,Fiber optic,Month-to-month,80,Yes,1,0
5829,Female,0,No,1,Yes,Yes,DSL,Two year,26,No,0,1
5830,Female,0,No,9,Yes,No,DSL,One year,91,Yes,1,0
5831,Male,1,No,33,Yes,Yes,DSL,One year,101,No,0,3
5832,Male,0,Yes,53,Yes,No,Fiber optic,Month-to-month,105,No,0,2
5833,Male,0,No,57,Yes,No,Fiber optic,Month-to-month,87,No,0,2
5834,Female,0,No,60,Yes,No,DSL,Month-to-month,79,No,0,2
5835,Male,0,No,72,No,Yes,Fiber optic,Month-to-month,65,No,0,2
5836,Male,1,No,32,Yes,No,DSL,Two year,94,No,0,3
5837,Male,1,No,48,Yes,No,DSL,One year,99,No,0,3
5838,Female,0,Yes,22,Yes,No,DSL,Month-to-month,19,No,0,1
5839,Female,0,Yes,65,No,Yes,DSL,Month-to-month,45,No,0,1
5840,Female,0,No,65,Yes,Yes,Fiber optic,Month-to-month,59,No,0,2
5841,Female,0,No,1,Yes,No,DSL,One year,20,No,0,1
5842,Female,1,No,66,Yes,No,DSL,One year,101,No,0,3
5843,Male,0,No,71,Yes,Yes,DSL,Month-to-month,105,No,0,2
5844,Male,0,No,17,Yes,Yes,Fiber optic,One year,70,Yes,1,0
5845,Male,1,No,2,Yes,No,Fiber optic,Month-to-month,45,Yes,1,3
5846,Male,0,No,51,Yes,Yes,Fiber optic,Month-to-month,96,No,0,2
5847,Male,0,No,20,Yes,Yes,Fiber optic,Month-to-month,71,No,0,0
5848,Male,0,No,71,Yes,Yes,Fiber optic,One year,110,No,0,2
5849,Male,0,Yes,67,Yes,Yes,Fiber optic,Two year,111,Yes,1,2
5850,Female,1,No,1,Yes,No,DSL,Two year,75,Yes,1,3
5851,Male,0,No,16,Yes,No,Fiber optic,Month-to-month,75,No,0,0
5852,Female,1,No,55,Yes,Yes,Fiber optic,One year,89,No,0,3
5853,Female,0,Yes,7,Yes,No,Fiber optic,Month-to-month,76,No,0,0
5854,Female,0,Yes,43,Yes,Yes,Fiber optic,One year,64,No,0,2
5855,Female,0,No,1,Yes,Yes,DSL,Month-to-month,55,Yes,1,0
5856,Female,0,No,4,No,No,DSL,Month-to-month,25,No,0,1
5857,Male,1,No,72,Yes,No,DSL,Month-to-month,114,No,0,3
5858,Female,1,No,49,Yes,Yes,Fiber optic,Month-to-month,103,No,0,3
5859,Male,0,No,53,Yes,No,DSL,One year,94,Yes,1,2
5860,Female,0,No,60,No,Yes,DSL,Two year,50,No,0,2
5861,Female,1,No,68,Yes,No,Fiber optic,Month-to-month,97,Yes,1,3
